,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats
812,5,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,5,2,1,4,4,1,4,1,1,2,1,4,5,1,1,1,1,5,3,5,1,1,1,5,2,1,5,5,1,1,5,3,1,3,5,5,5,1,5,3,1,5,2,4,5,3,2,4,1,5,2,3,4,4,never smoked,never,4,1,3,3,2,4,4,3,5,1,5,1,2,3,3,1,1,2,3,1,5,3,5,4,2,5,4,1,5,3,2,5,i am always on time,sometimes,1,3,5,3,3,3,3,5,3,5,3,3,1,4,5,3,1,4,4,1,5,2,1,few hours a day,1,5,3,5,5,2,4,17,175,60,1,female,right handed,secondary school,no,city,block of flats
813,5,4,2,1,1,1,1,2,2,3,1,2,1,1,3,1,1,1,1,5,2,1,5,4,2,5,1,2,3,1,5,3,1,1,1,1,5,3,1,1,1,1,3,2,1,1,5,1,2,5,3,1,1,5,5,1,1,4,4,1,5,2,5,2,2,2,3,1,5,2,3,4,4,never smoked,never,3,3,3,3,3,4,4,3,5,1,5,1,2,3,3,1,1,2,1,1,5,3,5,4,1,5,4,1,5,4,3,5,i am always on time,sometimes,1,3,3,3,3,3,3,3,3,4,3,3,4,2,5,4,1,4,4,1,5,2,1,few hours a day,1,5,4,4,4,3,5,19,181,78,1,male,right handed,secondary school,no,city,block of flats
814,5,4,4,3,1,5,4,4,3,2,3,5,4,3,3,1,2,5,4,5,4,2,5,4,3,2,4,4,3,3,4,3,4,3,3,2,5,3,4,3,2,5,2,5,3,1,5,5,4,5,5,3,3,3,3,2,3,5,3,5,5,4,5,3,4,5,4,5,3,5,4,5,4,current smoker,social drinker,4,3,3,2,3,3,2,5,4,2,3,3,1,2,2,3,3,5,2,1,1,4,4,4,5,5,4,2,5,3,2,3,i am often early,sometimes,2,5,4,5,3,2,4,1,4,3,3,4,4,3,5,5,1,3,2,2,2,1,3,few hours a day,2,5,5,4,4,3,5,20,165,53,1,female,right handed,secondary school,yes,city,block of flats
815,5,5,2,3,4,3,1,2,5,5,3,5,4,4,5,2,4,2,2,5,1,5,5,3,3,4,4,3,5,5,5,4,5,3,4,4,4,3,3,5,5,3,2,5,5,2,5,1,5,5,2,3,1,1,5,2,1,3,5,4,5,5,5,1,1,1,3,1,1,1,1,1,1,tried smoking,social drinker,4,4,1,3,1,5,3,4,5,4,5,4,5,4,2,5,5,5,1,2,4,3,5,5,1,3,4,1,5,4,2,4,i am often running late,sometimes,3,5,1,4,5,3,5,5,5,3,4,2,4,1,5,5,5,3,1,1,5,3,1,few hours a day,3,2,4,5,1,3,5,20,183,82,1,male,right handed,secondary school,no,city,house/bungalow
816,5,4,3,3,1,4,3,4,5,5,5,4,4,5,5,5,4,3,2,5,5,1,5,4,4,5,4,5,5,2,1,5,4,5,3,3,5,4,4,3,2,2,4,5,2,4,4,3,4,5,3,5,1,4,3,5,5,5,5,5,5,5,5,1,2,3,4,5,1,3,5,5,1,current smoker,drink a lot,3,1,3,5,5,5,5,4,5,3,3,3,1,2,5,4,5,3,2,3,4,5,5,5,1,1,3,3,5,3,2,3,i am often early,only to avoid hurting someone,2,5,3,4,3,4,4,3,1,4,3,1,3,3,4,5,3,5,3,5,5,4,3,few hours a day,2,5,5,4,4,1,3,21,180,63,0,male,right handed,secondary school,yes,city,block of flats
817,3,4,1,1,1,1,2,5,5,2,2,5,4,4,5,1,1,1,2,3,3,2,4,5,3,3,4,5,1,4,3,1,1,4,1,1,5,5,1,4,1,1,5,1,4,1,1,3,1,3,3,4,4,5,5,4,1,1,1,3,3,4,2,1,2,2,2,1,1,1,1,1,1,former smoker,drink a lot,1,2,3,3,1,5,3,1,5,3,5,5,3,2,1,3,4,3,1,2,3,1,3,5,5,2,4,5,1,3,1,5,i am often early,sometimes,2,4,5,2,3,1,2,3,3,4,3,5,3,5,1,2,5,2,2,5,3,5,2,most of the day,3,1,1,4,5,5,3,23,170,70,0,male,right handed,primary school,yes,city,block of flats
818,4,4,3,3,1,4,1,4,4,4,3,2,1,1,3,3,1,4,1,3,5,5,5,1,2,4,3,4,5,4,5,4,2,4,1,1,4,5,5,3,1,1,5,5,1,1,3,1,3,5,1,1,1,5,5,5,2,2,4,1,5,5,4,2,1,1,5,1,1,1,1,1,5,never smoked,social drinker,3,3,1,1,2,5,3,4,5,1,5,3,2,5,3,1,5,4,1,4,1,4,5,5,2,4,3,4,3,3,1,4,i am often early,only to avoid hurting someone,1,5,2,4,4,1,2,4,2,3,2,4,4,1,4,4,4,4,2,4,4,3,3,few hours a day,2,2,1,3,3,3,4,24,178,80,2,male,right handed,secondary school,no,village,house/bungalow
819,5,5,3,1,2,2,1,4,2,1,2,3,2,1,1,2,5,2,1,4,1,1,4,2,2,2,3,2,5,1,2,3,3,3,3,3,5,3,2,5,5,2,4,4,5,3,5,2,2,4,3,1,1,4,1,2,2,3,3,3,5,2,5,5,2,2,1,2,3,2,1,1,1,never smoked,social drinker,4,2,2,3,2,4,1,3,3,1,5,2,1,1,3,1,3,3,1,4,1,3,4,3,1,5,3,3,5,5,1,3,i am always on time,sometimes,3,5,2,4,3,3,3,2,4,3,4,3,3,2,5,5,2,4,3,2,4,3,3,less than an hour a day,4,2,2,2,2,4,5,17,160,48,0,female,right handed,secondary school,yes,city,block of flats
820,5,3,2,2,2,4,5,3,5,2,2,4,4,4,4,5,3,1,4,5,1,2,5,5,3,3,3,2,3,4,2,2,5,1,3,1,5,2,3,1,1,3,4,5,1,1,2,1,1,4,3,1,1,2,3,1,4,4,1,4,5,1,1,3,1,1,3,4,5,3,1,3,3,tried smoking,social drinker,4,2,1,1,1,2,1,4,4,2,3,3,1,1,2,1,2,5,1,5,1,1,2,3,2,5,1,1,3,4,1,3,i am always on time,sometimes,4,3,1,3,3,1,4,3,2,1,3,4,3,2,5,4,2,5,1,4,3,4,2,few hours a day,2,2,1,4,3,1,5,18,162,55,1,female,right handed,secondary school,no,city,block of flats
821,5,3,2,2,2,5,4,4,5,5,5,1,3,4,5,5,2,1,4,5,3,5,5,4,5,3,5,5,3,3,5,5,4,1,1,1,5,5,1,4,3,2,1,5,3,1,3,3,4,5,1,5,3,1,1,1,3,3,5,4,5,1,5,4,2,3,5,3,5,4,3,3,4,never smoked,never,3,3,3,4,3,3,5,5,5,3,5,5,4,5,5,1,4,5,5,2,4,3,4,1,4,3,5,5,5,1,4,2,i am always on time,everytime it suits me,3,3,5,4,1,5,3,3,4,5,4,5,5,1,2,2,3,1,4,5,3,3,5,few hours a day,1,3,3,4,3,5,4,17,185,99,1,male,right handed,secondary school,no,city,house/bungalow
822,5,4,3,1,1,2,3,5,4,1,3,5,4,3,3,3,4,1,2,3,2,2,4,2,3,3,3,4,2,2,3,4,2,2,1,1,3,2,5,1,1,5,2,4,1,1,1,2,1,1,1,1,3,3,1,2,4,3,1,2,5,2,4,2,2,2,3,3,4,1,1,1,4,current smoker,drink a lot,1,4,1,3,2,1,3,3,4,4,3,3,2,1,2,3,3,4,1,4,1,3,5,4,3,5,3,1,2,3,2,3,i am often running late,everytime it suits me,3,4,3,3,3,3,2,3,3,3,4,3,2,1,4,3,3,3,2,5,2,1,3,few hours a day,4,3,3,5,3,1,2,19,175,60,1,female,right handed,secondary school,no,city,block of flats
823,5,2,3,2,2,3,1,3,2,1,1,5,2,2,1,3,3,3,1,4,5,4,5,3,2,2,3,2,5,1,5,4,4,3,1,1,4,3,5,1,1,1,3,3,1,2,2,2,1,2,1,4,5,3,3,1,3,4,3,2,5,5,1,2,2,1,1,2,2,3,4,5,2,current smoker,never,3,5,3,4,4,2,2,4,5,2,3,1,2,5,3,2,3,4,1,4,4,1,2,4,5,5,5,3,1,3,2,1,i am always on time,only to avoid hurting someone,1,3,3,5,1,4,2,1,5,2,4,1,1,3,3,3,3,5,3,4,2,2,1,few hours a day,2,4,5,1,5,1,3,21,188,81,0,male,right handed,secondary school,yes,city,block of flats
824,5,3,1,1,2,5,1,3,5,3,2,1,3,2,5,3,2,1,5,5,1,3,4,2,1,1,5,5,5,4,3,5,1,1,1,1,3,3,1,1,1,5,3,5,1,1,1,2,1,2,1,3,1,2,1,1,1,1,1,5,5,1,5,2,2,5,1,1,1,1,5,1,2,current smoker,social drinker,3,3,5,5,3,4,4,5,5,2,4,3,1,1,2,5,2,5,2,3,1,3,5,5,1,5,3,3,3,3,1,3,i am often early,everytime it suits me,2,3,3,3,2,3,1,2,4,3,3,3,3,2,3,3,3,3,1,5,5,3,1,most of the day,4,1,1,3,3,3,3,29,170,58,1,female,right handed,college/bachelor degree,no,city,house/bungalow
825,4,3,1,3,1,4,2,2,5,4,2,1,2,2,2,4,2,1,2,5,4,3,3,3,4,4,5,5,5,2,2,2,2,1,2,1,4,4,1,2,1,3,2,3,1,1,1,4,1,5,1,5,1,3,1,3,1,3,3,3,4,1,5,2,1,5,2,2,1,1,4,3,3,tried smoking,drink a lot,4,3,3,4,4,3,4,4,3,3,4,2,3,4,3,4,4,4,1,3,1,1,5,3,3,5,4,4,2,3,2,3,i am often early,sometimes,2,3,4,3,1,3,4,4,4,4,3,5,4,4,3,2,3,3,4,5,3,3,2,few hours a day,2,2,3,4,4,2,4,21,170,55,1,female,right handed,college/bachelor degree,no,city,block of flats
826,5,3,3,3,1,4,4,4,5,3,3,3,3,5,5,3,4,1,4,5,2,2,4,4,1,3,4,4,3,2,2,4,3,1,1,1,3,2,1,4,1,4,4,5,3,1,1,5,3,4,2,5,2,5,2,2,3,4,2,5,5,3,1,1,2,3,3,4,3,4,1,4,2,tried smoking,drink a lot,3,1,3,5,2,2,1,5,4,4,5,2,2,5,5,2,4,4,4,4,1,2,4,3,3,5,3,1,2,2,1,2,i am always on time,sometimes,4,2,4,5,4,2,2,4,2,3,2,3,2,5,3,2,1,3,1,4,4,3,4,few hours a day,1,4,2,3,2,1,4,20,158,55,1,female,right handed,secondary school,no,village,house/bungalow
827,5,3,3,4,3,4,5,4,5,3,3,2,4,3,5,5,2,1,2,4,1,2,4,4,3,2,4,2,2,2,1,2,3,2,1,1,4,2,3,2,1,5,3,4,3,2,1,5,1,4,2,3,1,3,1,1,4,5,1,4,5,1,2,2,3,2,3,2,2,2,2,4,2,tried smoking,drink a lot,4,2,2,2,3,3,3,4,3,3,4,4,2,1,3,5,4,5,3,5,1,2,5,4,2,5,4,2,3,3,2,4,i am often early,only to avoid hurting someone,2,4,3,3,4,3,4,3,4,4,5,4,4,3,5,4,3,3,2,4,3,4,2,few hours a day,1,3,2,4,4,1,5,20,168,55,1,female,right handed,secondary school,no,city,block of flats
828,1,3,4,1,2,1,2,4,5,3,4,5,2,1,3,3,4,4,1,5,4,5,4,3,2,4,2,3,3,2,5,2,1,4,3,2,5,3,3,2,2,3,2,4,2,2,3,2,4,3,1,1,2,3,4,1,3,1,2,3,4,2,2,4,3,2,4,2,3,4,3,2,4,tried smoking,social drinker,2,2,4,3,2,3,4,3,2,4,3,3,2,4,2,4,2,4,3,5,4,3,5,4,2,4,3,2,4,2,4,2,i am often early,only to avoid hurting someone,4,2,3,4,2,3,5,3,2,4,3,2,4,3,4,2,4,2,3,1,4,3,2,few hours a day,4,3,2,4,2,5,3,19,184,80,1,male,right handed,college/bachelor degree,no,village,house/bungalow
829,5,3,1,2,2,5,4,3,5,5,4,3,2,4,4,4,2,1,3,5,3,4,5,3,5,3,4,4,2,2,5,3,4,5,2,1,5,4,5,3,1,5,4,5,3,5,1,4,5,3,5,2,1,2,4,1,2,2,4,5,4,1,2,1,1,2,5,4,1,1,1,1,1,tried smoking,social drinker,4,4,3,5,4,5,3,5,4,2,3,3,2,4,4,5,1,5,2,5,1,5,5,5,5,3,3,3,3,3,3,3,i am often early,only to avoid hurting someone,4,5,3,4,3,3,1,2,4,4,5,1,4,3,4,3,3,3,4,4,3,5,3,few hours a day,3,2,3,1,2,4,5,20,162,50,0,female,right handed,college/bachelor degree,yes,city,block of flats
830,5,3,4,2,1,3,2,4,3,1,1,5,4,4,3,3,5,2,3,5,3,2,5,5,5,2,2,2,5,1,2,4,4,1,5,4,5,5,1,5,5,5,3,5,5,5,1,3,3,5,5,5,2,2,5,2,1,3,4,4,5,5,5,1,1,2,1,5,5,3,4,3,4,former smoker,drink a lot,4,2,3,4,4,4,2,5,4,3,5,3,1,5,4,5,3,5,3,5,1,5,5,5,3,5,4,1,1,4,1,4,i am often running late,sometimes,2,2,4,4,3,3,2,5,4,3,4,4,3,4,4,3,4,3,2,5,3,4,2,most of the day,2,3,5,4,3,3,4,21,168,70,1,female,right handed,secondary school,no,city,block of flats
831,5,3,4,2,4,4,4,5,4,3,4,5,4,4,5,3,4,3,4,5,5,5,5,4,4,4,4,4,3,3,4,4,3,3,3,2,5,3,4,3,3,3,3,5,3,5,5,5,4,4,3,2,2,4,1,2,4,4,4,4,5,4,3,3,3,3,1,3,3,3,2,4,2,tried smoking,social drinker,3,3,3,4,3,3,4,5,5,4,5,4,1,1,2,2,2,4,2,4,3,2,4,4,3,5,3,3,5,3,2,5,i am always on time,only to avoid hurting someone,3,3,3,4,4,3,4,3,3,3,5,4,4,2,4,4,1,4,3,4,3,4,4,few hours a day,3,5,3,2,4,3,4,17,170,50,2,female,right handed,secondary school,no,village,house/bungalow
832,5,3,3,4,5,5,5,2,5,3,4,1,4,4,5,3,4,1,5,3,1,1,4,3,2,1,5,5,5,2,3,3,3,3,1,2,2,2,1,4,3,5,5,5,4,1,1,5,4,4,1,2,3,2,1,5,1,5,1,5,5,1,2,2,1,4,1,5,5,1,1,4,1,tried smoking,social drinker,2,3,3,1,2,1,1,5,3,1,4,3,1,1,1,5,3,5,5,5,1,4,5,5,2,5,3,1,5,3,3,3,i am always on time,sometimes,3,2,4,4,3,4,5,5,4,5,3,1,3,3,5,3,3,3,1,5,5,3,3,few hours a day,1,5,2,2,5,1,4,20,165,57,1,female,right handed,secondary school,yes,village,house/bungalow
833,3,3,2,1,1,4,3,3,4,1,1,1,1,5,3,5,2,2,4,5,2,2,5,3,2,2,2,2,4,2,3,3,5,5,2,4,5,3,5,2,2,5,2,4,2,4,1,4,1,4,1,2,1,4,3,1,1,3,3,5,5,1,1,1,1,3,2,2,5,2,2,2,1,current smoker,social drinker,4,5,1,1,2,1,1,4,3,5,3,5,3,1,4,5,4,5,3,2,2,1,1,2,3,4,3,3,1,3,2,3,i am always on time,sometimes,3,4,2,4,5,3,3,3,4,4,5,2,3,1,4,4,3,4,1,5,3,3,2,few hours a day,4,4,1,5,5,5,5,19,193,77,1,male,right handed,secondary school,yes,city,block of flats
834,4,3,4,3,2,4,4,3,5,4,2,2,2,2,3,2,2,2,3,5,3,4,4,3,4,4,3,3,4,3,4,2,2,3,1,2,3,3,4,4,2,3,3,5,4,3,4,3,2,3,1,1,1,3,5,2,2,3,4,3,4,2,3,5,1,4,4,4,3,2,3,2,4,tried smoking,social drinker,4,4,2,3,4,2,4,4,4,2,4,5,3,1,4,5,4,4,1,3,2,3,4,2,2,5,2,3,3,4,3,4,i am often early,sometimes,3,4,2,4,4,3,2,4,4,2,4,3,3,2,4,5,3,3,2,4,4,4,1,less than an hour a day,2,3,4,4,2,2,3,21,179,76,1,male,right handed,secondary school,no,city,block of flats
835,4,3,3,2,2,2,3,5,4,1,1,1,4,3,3,3,3,1,1,5,1,3,5,4,4,4,3,3,4,5,5,4,1,1,4,4,5,5,2,1,1,2,4,3,1,1,3,1,1,5,2,1,1,5,5,1,1,1,3,2,5,1,1,1,2,1,1,3,2,1,4,3,1,never smoked,social drinker,3,1,3,3,4,4,1,3,4,1,5,3,1,4,5,3,5,3,1,1,3,3,3,4,3,3,3,1,1,3,2,4,i am always on time,sometimes,3,4,2,2,3,3,3,3,3,3,5,3,3,3,4,3,5,4,1,5,4,3,3,few hours a day,3,2,3,3,3,5,4,19,190,76,0,male,right handed,secondary school,yes,city,block of flats
836,5,3,2,1,1,2,3,4,5,5,5,4,3,5,4,3,1,1,3,5,2,2,5,4,4,4,4,4,3,3,3,2,3,4,1,1,4,4,3,3,3,4,4,4,2,2,5,1,1,4,1,5,2,5,5,1,4,4,5,3,4,4,4,1,1,1,3,1,1,1,4,1,3,tried smoking,social drinker,3,4,2,2,2,2,3,2,4,2,5,5,1,4,2,5,1,4,4,4,5,3,4,2,1,5,4,4,2,4,1,5,i am often running late,everytime it suits me,5,5,2,2,4,4,1,1,4,1,5,1,1,1,5,5,5,3,2,5,5,2,1,few hours a day,1,5,5,5,5,5,2,19,187,88,0,male,right handed,secondary school,yes,city,block of flats
837,5,3,4,3,2,5,3,2,5,5,4,2,4,5,5,4,5,1,3,4,1,3,5,4,1,5,5,5,5,5,4,3,2,4,4,5,4,3,1,2,5,5,5,5,5,1,1,4,4,5,5,5,1,3,5,2,1,1,5,5,5,3,3,4,1,2,3,2,1,1,2,4,2,tried smoking,social drinker,4,4,2,2,3,5,1,5,5,1,5,4,2,2,3,5,5,3,1,4,1,1,2,4,1,5,4,1,2,3,1,4,i am always on time,only to avoid hurting someone,1,5,2,4,4,4,5,2,4,3,3,4,4,4,5,5,3,4,2,2,5,4,5,few hours a day,2,2,1,5,1,3,5,20,183,65,3,male,right handed,secondary school,no,city,block of flats
838,5,5,4,1,1,1,2,5,4,1,1,4,5,3,4,4,4,2,1,5,5,4,5,3,2,1,4,5,2,1,4,2,1,1,1,1,5,2,4,3,1,2,3,3,1,4,2,3,1,4,5,2,1,5,4,1,2,3,2,3,5,3,5,2,1,3,2,5,4,3,2,3,3,former smoker,social drinker,3,2,1,1,1,1,2,4,3,2,5,4,1,2,2,5,1,5,1,4,3,4,5,3,1,4,2,2,2,4,2,5,i am often running late,sometimes,2,4,3,2,3,3,2,3,4,2,5,3,4,2,4,4,3,3,4,2,4,1,1,few hours a day,3,4,4,4,4,4,4,21,170,58,0,female,right handed,college/bachelor degree,yes,city,block of flats
839,4,3,4,2,1,2,4,4,3,1,2,3,3,3,4,4,4,1,2,5,4,3,4,4,3,2,5,5,2,2,2,2,3,3,1,1,5,2,4,2,1,2,2,4,3,5,3,2,1,3,3,1,1,1,4,1,3,5,2,4,5,2,5,3,3,3,1,2,2,2,5,4,2,current smoker,drink a lot,3,3,1,4,2,2,3,4,4,4,3,3,1,2,1,4,4,4,4,2,4,3,3,3,2,4,4,3,3,3,2,4,i am always on time,sometimes,2,4,4,3,2,4,2,2,4,4,4,2,4,4,3,4,2,3,3,5,2,3,3,few hours a day,2,4,3,4,4,3,5,23,163,68,1,female,right handed,masters degree,no,city,block of flats
840,5,4,2,3,3,1,4,5,5,1,1,4,3,3,2,2,4,1,2,4,4,5,4,3,1,2,4,3,2,1,3,1,4,3,3,2,5,3,2,2,2,3,3,2,2,2,3,1,1,3,3,3,3,4,3,2,5,4,3,3,4,3,3,2,2,3,2,2,4,2,4,5,3,former smoker,social drinker,3,3,2,3,2,4,1,3,4,4,3,2,1,1,2,5,3,4,2,4,4,4,5,4,2,2,4,2,2,4,3,3,i am always on time,only to avoid hurting someone,3,4,3,3,3,2,3,5,4,3,4,3,3,4,4,4,3,3,4,1,2,4,3,most of the day,4,4,4,2,3,2,3,24,169,53,1,female,right handed,college/bachelor degree,no,city,house/bungalow
841,5,5,4,3,3,2,1,4,4,3,4,5,2,2,2,3,2,5,1,3,3,3,5,2,2,2,3,5,2,2,4,3,1,1,1,1,4,4,2,2,2,3,2,5,2,2,3,1,1,1,5,5,5,5,5,1,1,1,1,1,5,4,1,5,3,1,3,4,4,4,3,3,2,tried smoking,social drinker,2,3,3,3,3,3,3,3,3,2,5,3,1,3,3,3,3,5,1,4,3,3,3,4,5,5,3,5,3,3,1,3,i am always on time,only to avoid hurting someone,1,3,5,5,3,4,1,3,3,3,3,3,3,4,3,3,1,3,5,1,5,5,3,few hours a day,1,3,5,5,5,5,5,19,185,65,3,male,left handed,secondary school,no,city,block of flats
842,5,5,4,2,1,3,3,4,5,1,4,1,3,2,2,5,2,2,1,5,1,5,5,5,5,4,3,3,5,1,5,5,2,3,2,2,3,5,1,1,1,5,2,3,1,1,2,1,1,3,2,2,1,5,3,2,1,4,5,4,5,2,4,1,5,5,3,5,5,5,1,5,3,former smoker,social drinker,3,2,5,5,5,5,3,5,4,1,5,3,1,5,5,5,4,3,1,5,3,5,5,5,1,2,2,2,4,3,1,3,i am often early,sometimes,3,4,3,4,1,3,2,2,1,3,3,2,3,2,4,5,4,4,5,2,4,1,3,few hours a day,3,3,1,1,1,1,1,24,164,60,2,female,right handed,college/bachelor degree,yes,village,house/bungalow
843,5,4,4,2,3,3,3,4,4,2,2,5,3,2,2,1,3,3,2,5,2,3,5,3,2,5,4,4,5,2,3,5,3,5,1,1,5,3,5,1,1,5,5,5,4,5,5,3,5,5,4,1,2,5,5,3,4,5,5,4,5,5,5,1,1,1,1,5,1,5,4,5,3,former smoker,social drinker,5,5,2,5,4,3,5,4,4,4,2,4,1,5,1,5,3,3,1,2,2,3,4,5,3,3,5,1,2,3,3,5,i am always on time,sometimes,4,3,4,2,2,2,3,4,2,5,4,3,3,3,5,5,5,4,5,1,5,3,3,few hours a day,4,5,5,3,5,5,5,20,177,70,1,female,right handed,secondary school,no,city,house/bungalow
844,5,4,2,5,4,5,5,2,3,2,3,2,3,5,4,4,3,4,5,5,5,3,5,5,1,4,3,2,5,3,5,5,4,5,5,5,5,5,5,2,1,5,1,5,3,3,4,5,5,5,4,4,5,5,5,5,3,3,4,5,4,4,4,1,1,1,1,1,3,1,1,3,1,former smoker,never,5,4,5,5,5,4,1,5,5,5,3,2,1,1,5,3,5,5,4,3,1,5,5,3,2,3,5,3,5,3,4,4,i am always on time,sometimes,3,2,2,4,3,2,3,4,5,2,4,3,3,3,5,5,2,5,2,1,5,4,2,few hours a day,2,4,5,4,4,4,5,30,184,78,2,male,right handed,masters degree,no,city,block of flats
845,4,4,3,1,1,1,3,5,1,1,1,4,2,2,1,1,3,1,1,5,2,2,5,5,4,4,5,5,3,1,2,5,3,3,2,1,3,3,2,1,3,5,4,5,1,3,3,3,1,4,2,1,3,2,3,1,4,4,1,3,5,2,4,2,5,3,3,3,4,4,5,5,4,current smoker,drink a lot,3,4,3,3,3,2,1,3,4,4,5,3,2,4,1,2,3,3,1,5,2,4,4,3,3,5,3,3,3,5,2,3,i am often running late,sometimes,3,4,4,4,3,2,4,3,4,3,4,5,3,5,4,3,1,3,2,5,3,3,1,most of the day,1,5,3,3,4,2,4,20,165,56,1,female,right handed,secondary school,yes,city,block of flats
846,5,3,5,2,2,3,3,4,2,1,1,4,2,4,2,2,3,5,3,5,3,3,5,5,5,2,2,4,4,2,3,2,1,1,2,2,5,4,3,1,1,3,2,5,2,1,3,2,2,3,5,2,1,2,2,2,1,5,2,2,5,2,5,5,2,2,4,5,5,5,4,5,3,current smoker,social drinker,3,3,3,4,3,3,5,5,3,3,5,4,2,5,3,2,2,2,3,3,4,3,5,5,4,4,4,5,5,3,2,2,i am often early,only to avoid hurting someone,2,4,4,3,2,4,2,5,4,3,3,5,5,4,4,3,1,3,5,4,4,4,5,few hours a day,4,4,3,4,4,4,4,23,171,54,4,female,right handed,secondary school,no,city,block of flats
847,5,2,3,4,2,5,5,5,5,2,2,1,4,4,5,5,2,1,4,5,1,2,5,5,3,3,5,5,4,1,2,3,4,1,1,1,3,2,1,2,1,5,2,5,1,1,1,5,3,4,4,1,3,1,3,2,2,4,1,5,5,3,5,2,1,2,4,4,4,5,2,1,4,tried smoking,drink a lot,3,1,1,2,3,2,4,4,3,3,4,3,2,5,3,3,4,5,2,5,2,3,4,3,5,4,3,2,4,3,1,3,i am always on time,sometimes,2,2,5,5,3,4,3,5,4,4,3,4,5,5,4,3,5,3,1,5,3,1,3,few hours a day,1,1,2,5,5,3,5,19,170,51,1,female,left handed,secondary school,no,city,block of flats
848,5,2,2,1,1,3,1,3,5,3,4,1,4,2,3,5,1,2,1,3,1,2,3,4,4,2,1,2,1,1,3,1,5,2,1,2,5,3,5,2,2,1,2,3,1,2,1,2,1,2,2,2,1,5,1,2,1,4,3,1,5,4,2,1,1,1,1,1,1,1,1,1,1,former smoker,drink a lot,4,3,3,3,4,2,3,3,1,1,4,3,2,4,2,3,5,4,1,2,1,2,3,1,1,5,3,1,5,4,1,5,i am often running late,everytime it suits me,5,4,2,5,3,2,4,4,4,1,5,2,5,2,5,5,3,5,1,4,5,2,2,few hours a day,3,4,5,5,5,5,5,19,184,60,4,male,right handed,college/bachelor degree,no,city,block of flats
849,3,2,1,4,4,5,3,2,2,1,1,1,2,4,2,1,3,1,5,5,1,3,4,5,2,2,5,5,3,2,3,1,2,3,5,4,5,4,2,2,1,4,3,2,3,1,1,4,3,4,3,4,4,4,5,3,2,3,1,4,5,2,4,1,3,4,1,4,3,2,5,3,2,current smoker,never,3,3,2,2,1,2,1,4,3,4,3,3,2,1,2,1,1,3,3,2,4,5,4,5,5,4,2,2,1,2,3,3,i am often running late,only to avoid hurting someone,3,4,5,2,4,4,1,2,5,2,4,1,2,2,4,5,4,4,2,4,3,2,1,most of the day,2,2,1,4,2,2,1,22,174,61,2,female,left handed,college/bachelor degree,no,village,house/bungalow
850,4,3,4,1,2,3,4,4,2,1,1,4,4,3,3,1,1,1,1,5,1,4,5,2,3,1,5,5,5,1,4,2,3,1,1,1,4,2,1,5,4,5,4,5,4,3,2,1,4,3,1,1,1,4,1,1,4,5,3,3,4,1,5,3,4,1,2,5,1,1,3,2,4,tried smoking,social drinker,4,2,1,5,3,5,3,4,5,1,3,4,2,1,3,1,4,5,2,5,2,4,5,5,2,4,5,3,3,4,1,2,i am often early,sometimes,4,2,1,1,2,4,3,1,5,2,4,5,4,5,4,3,1,4,5,3,3,4,4,few hours a day,5,5,5,2,3,3,5,17,175,68,0,female,right handed,secondary school,yes,city,block of flats
